id_w1,ppethm,ppeducat,sex,ppincimp,ppwork,xparty7
432429,0,3,1,13,0,2
432762,3,3,0,19,0,2
433138,0,1,1,13,4,1
433310,0,2,0,11,4,0
433591,0,3,1,20,4,6
434216,0,1,0,10,0,6
434841,0,3,1,18,4,4
435056,1,3,1,13,0,6
436817,0,3,1,16,0,2
437129,3,2,1,17,0,6
437358,0,2,0,17,0,3
437586,0,3,0,20,4,1
438591,0,2,1,10,1,1
438629,0,3,1,14,4,6
440298,1,2,1,7,4,6
440380,0,1,1,7,4,0
441224,2,3,0,17,0,4
442848,0,2,1,12,0,3
444231,0,2,1,15,0,5
444941,0,2,0,17,0,0
445259,0,2,1,5,0,2
451731,0,2,1,12,0,5
454581,0,3,0,18,0,2
457638,0,3,0,12,4,1
459814,0,3,0,20,4,0
460492,0,2,0,17,0,4
460933,0,3,0,15,0,5
464110,0,1,1,12,4,6
464764,0,3,0,19,4,6
466858,0,3,0,19,4,0
467503,2,3,1,16,0,1
469694,2,3,1,18,3,5
472182,0,2,1,18,4,5
472356,0,2,0,16,0,2
472712,0,3,1,6,4,6
474026,0,1,0,15,1,4
474227,0,2,1,16,4,5
477407,0,3,1,13,0,5
479097,0,3,0,12,4,4
485625,0,3,0,14,0,6
489762,0,2,0,19,4,2
489806,0,2,1,15,4,1
490418,0,3,1,14,1,6
491641,0,1,0,8,0,5
491783,0,2,0,0,4,2
491997,1,3,0,12,0,5
492078,0,1,0,12,1,3
492408,0,2,0,11,4,0
494173,0,2,0,15,0,6
494898,2,3,0,13,4,4
499642,0,1,1,10,4,4
500913,1,2,1,13,4,6
505712,0,3,1,20,1,6
506429,0,2,1,11,4,5
506431,1,3,1,10,0,6
506880,0,3,0,18,0,5
508699,0,3,0,16,0,3
511723,0,1,1,13,4,6
513472,0,3,0,18,1,1
514115,4,1,1,11,0,1
516008,0,3,1,17,0,6
517071,0,3,1,15,1,1
517942,1,3,0,14,0,2
523643,0,2,1,0,4,4
524446,0,3,0,19,0,0
524497,0,2,1,11,0,5
524751,3,1,1,12,0,4
524756,2,2,1,12,0,2
526022,0,3,1,14,4,2
526978,0,3,1,14,1,0
527127,0,2,1,6,6,1
527702,2,3,0,12,0,4
530569,0,2,1,7,3,2
532101,0,1,0,7,4,1
537916,0,1,0,7,0,1
544346,1,2,0,12,0,4
546129,0,3,1,17,4,6
552223,0,1,1,11,0,0
553479,0,3,0,20,0,0
554171,2,2,0,12,3,5
554865,0,3,1,15,0,4
557342,0,3,1,20,0,0
557755,0,3,0,15,0,2
557932,0,1,0,14,4,5
560506,0,3,1,19,0,4
564753,0,3,0,0,4,1
565153,0,1,1,7,4,6
566933,0,3,1,13,4,4
566990,0,1,1,9,0,4
567335,0,3,0,14,0,1
568637,4,2,1,12,4,4
568843,0,3,0,16,0,0
568846,0,3,0,15,0,1
572449,3,0,1,7,4,5
572720,1,2,0,11,4,6
575911,0,2,0,19,0,2
577432,0,1,1,6,4,2
577604,0,3,0,5,0,5
578549,0,0,1,2,4,4
578782,0,1,1,12,0,5
580354,0,3,0,15,4,4
580807,3,2,1,1,4,6
584255,0,2,0,18,0,2
585590,3,3,0,15,0,1
586000,0,2,1,12,0,5
586714,3,3,1,19,4,2
589275,0,3,1,12,0,6
591102,0,2,0,7,4,1
592342,0,1,0,14,4,3
592850,0,2,0,18,0,1
593728,0,3,1,19,1,5
594092,0,3,1,15,0,6
594641,0,1,1,10,0,2
594922,0,3,1,19,1,6
595023,0,2,0,10,4,2
596434,0,2,0,14,4,4
597055,0,3,0,18,0,0
597061,0,2,1,18,4,0
598043,0,3,1,17,6,6
598224,0,3,0,10,4,4
601652,0,3,1,16,0,5
602347,0,1,1,13,4,0
602647,0,2,1,17,0,1
603238,0,2,0,12,0,4
603581,0,1,1,12,0,5
604316,0,3,1,14,0,2
605520,0,3,0,11,0,5
605667,1,2,0,13,4,4
610033,0,3,1,19,4,5
612818,0,3,1,12,0,2
614843,0,3,0,17,4,0
616524,0,3,1,19,0,6
616614,0,2,0,15,1,2
619075,0,3,1,0,0,4
619148,0,1,1,11,0,3
620694,0,2,0,16,0,1
621276,0,3,0,13,4,0
621543,0,2,0,11,4,0
622054,0,3,0,18,4,1
622502,4,3,0,15,4,4
624749,1,3,0,19,0,5
625039,0,1,1,6,0,4
625303,0,3,1,15,4,6
625563,1,2,1,16,4,5
625679,0,3,1,17,0,2
625986,0,3,1,11,4,6
626622,0,1,1,8,4,5
628811,0,3,0,19,4,2
628988,4,2,0,18,1,6
629666,0,1,1,10,4,1
629692,0,1,1,3,5,5
630429,0,3,1,16,0,2
631968,0,2,0,6,4,4
632871,0,3,0,16,0,6
633053,0,3,0,19,0,4
633134,0,2,1,10,1,0
633385,0,2,0,14,0,4
633448,3,1,1,11,1,5
633712,0,3,0,16,4,3
634102,1,1,1,12,4,6
634569,0,2,0,16,0,2
635539,0,2,0,16,3,1
635559,1,2,1,3,4,6
635686,0,3,0,15,4,6
635729,0,1,0,8,0,0
635874,0,3,1,11,0,4
637197,0,2,1,15,4,1
637866,0,1,0,13,0,0
638092,0,1,1,12,1,1
638423,1,3,1,15,0,6
639147,2,3,0,16,0,5
642088,0,2,1,16,0,5
642425,0,1,1,18,0,1
643729,0,1,0,13,4,5
644692,0,3,0,10,4,0
645917,0,3,0,16,4,2
645919,0,3,1,20,0,4
646014,1,2,1,5,5,5
646046,0,2,0,15,0,6
647119,0,2,1,20,1,5
649102,0,3,1,9,0,1
649464,0,2,1,10,4,5
653733,0,2,0,13,0,1
653796,0,1,0,6,4,1
654183,0,3,1,9,4,4
654806,0,3,0,15,4,4
655082,0,3,0,16,1,5
656143,0,2,1,12,4,6
657597,0,2,1,20,4,2
659446,0,0,1,13,4,2
659484,0,2,1,7,3,0
660062,0,3,0,15,0,4
661167,0,2,0,14,4,1
662114,0,3,1,12,0,4
662411,4,3,0,18,4,0
662930,0,3,0,13,0,5
663568,0,3,0,18,4,0
664421,0,1,0,11,4,0
664737,3,1,1,14,0,3
666069,1,1,0,10,0,6
667994,0,1,1,5,4,6
668213,0,3,1,15,1,1
669753,0,2,0,19,0,0
671153,0,3,0,19,4,6
671380,0,3,1,15,0,4
675552,0,2,1,15,0,5
675661,0,2,1,17,0,1
677537,4,1,0,13,0,5
677930,0,3,0,18,0,2
678093,0,2,0,8,0,4
678313,0,3,0,20,4,2
680136,0,2,0,15,4,2
680636,3,2,0,4,4,6
681110,0,3,0,9,1,1
683154,1,2,0,14,4,6
684061,0,2,1,9,0,6
684147,0,3,0,19,0,4
685336,0,3,1,10,4,0
685623,0,2,0,6,1,4
687632,0,2,1,3,4,6
688463,0,2,0,13,0,2
688556,0,3,1,19,1,6
688740,0,2,0,14,5,4
689903,0,3,1,18,0,6
692461,0,1,1,14,4,0
694048,1,3,0,16,1,2
694508,0,2,0,15,4,0
701560,0,2,0,13,0,1
702022,0,1,1,13,0,1
706830,0,2,1,13,0,2
707210,0,3,0,20,0,4
708602,2,0,1,2,5,5
708778,0,1,1,10,0,5
709064,0,1,1,11,4,4
709106,0,2,1,13,6,0
710311,0,3,0,19,4,5
710875,0,2,0,5,4,4
710943,0,1,1,3,5,4
711982,0,3,1,15,0,6
713029,0,2,0,17,0,0
716381,0,0,0,9,4,2
717627,0,1,1,17,4,3
718864,0,1,1,16,4,1
719607,0,3,1,11,0,4
720169,0,2,0,15,0,3
720192,0,3,0,16,4,5
720644,0,3,1,6,0,2
721040,0,3,0,17,0,6
721043,0,3,1,15,1,5
721276,0,2,1,11,1,0
721789,0,2,1,12,4,0
723134,0,2,0,19,0,0
726364,0,2,1,18,4,3
726963,1,3,0,12,1,6
727554,0,1,0,13,4,1
728412,4,3,0,11,0,4
730850,0,3,1,14,0,1
732691,0,2,1,12,1,1
733024,3,3,1,17,4,4
733197,0,2,1,17,4,6
733618,0,1,1,7,4,0
736069,0,2,1,15,4,2
736071,0,1,1,10,0,1
736805,0,2,1,11,0,0
737021,0,3,0,20,0,6
738252,0,3,0,17,0,2
738821,2,2,1,12,0,6
739276,0,1,1,15,4,0
740752,0,3,0,12,0,2
741067,0,3,1,19,1,4
741974,0,3,0,19,0,2
742626,0,2,0,13,0,1
743395,3,3,0,12,0,5
747353,1,3,1,11,0,6
748720,0,3,0,17,1,5
750927,0,0,1,10,0,0
752377,0,3,0,15,0,6
753336,0,3,1,13,4,6
753615,0,1,0,19,4,5
754023,0,3,0,16,0,4
756724,0,2,1,8,0,4
758904,0,1,1,13,4,0
759298,4,3,1,16,1,6
760330,0,3,0,17,0,6
762337,0,2,1,15,1,2
762723,0,2,0,6,1,0
765333,0,3,1,15,4,2
765400,0,1,0,12,0,1
767648,0,3,0,19,4,0
768683,0,2,0,14,0,2
768821,0,3,1,17,0,4
768844,0,1,1,12,6,6
769762,0,3,0,15,0,6
774970,0,3,0,15,4,1
775095,0,2,0,7,0,0
775675,0,3,0,18,0,4
776503,1,1,0,5,5,6
776965,0,3,1,19,4,6
779699,0,3,0,15,1,4
782911,0,0,0,9,5,6
785239,0,2,0,15,1,2
788267,0,2,1,8,0,0
791101,0,3,1,10,1,6
792551,0,3,0,15,0,5
793415,0,3,0,17,0,0
794683,0,1,0,15,0,4
795677,0,1,1,7,4,0
795703,0,2,0,9,4,2
796249,0,1,1,8,4,0
797110,0,3,1,17,0,5
800877,0,3,1,12,1,2
802129,0,3,1,17,4,1
802333,0,3,1,16,4,6
802615,0,3,0,15,4,6
803328,0,2,1,11,5,0
803449,1,3,0,16,0,6
803869,1,1,0,9,0,6
803911,0,3,1,13,6,6
804071,0,2,0,10,0,2
804654,0,3,1,19,0,6
806139,1,2,1,12,0,6
806823,1,2,0,8,4,6
807499,0,1,1,15,0,6
808969,0,3,1,12,4,2
809675,0,3,0,16,0,0
810193,0,1,0,9,0,6
810803,1,2,1,18,0,6
811313,0,3,1,16,0,1
812650,4,3,0,15,0,1
812698,0,3,0,20,0,2
812820,0,1,1,12,0,4
813885,0,3,1,16,4,6
817964,0,3,1,19,0,0
818682,3,1,1,3,4,2
820092,0,3,1,11,3,2
820491,0,3,0,14,4,5
820809,0,3,0,15,0,2
822694,0,3,1,12,0,5
824384,1,2,1,15,4,6
824462,0,3,1,18,0,5
825832,0,2,0,7,6,2
826714,0,3,0,19,3,2
828686,0,0,1,5,6,6
829823,0,1,1,11,3,0
830191,3,2,1,15,4,2
830707,0,3,0,15,4,4
831083,2,3,1,19,0,5
831369,0,1,1,14,4,1
832828,0,3,0,16,0,4
833835,0,3,1,18,0,5
834969,0,3,0,16,0,1
835485,0,2,0,18,4,6
835624,0,3,0,15,3,4
836353,0,3,0,10,4,6
837137,0,1,0,6,4,4
837525,1,1,0,0,0,4
837539,0,1,1,10,0,6
837670,0,3,0,15,0,4
838368,0,3,1,14,4,6
842489,0,1,0,16,0,5
843730,1,2,0,12,0,1
843735,0,2,1,12,4,6
844594,0,1,1,12,4,6
845295,0,1,1,7,4,1
846824,0,3,1,17,4,0
848371,0,3,0,5,3,5
848695,0,3,0,15,4,5
852490,0,3,1,12,0,5
853243,0,3,0,17,0,5
853449,0,3,0,13,0,2
853758,0,3,0,19,1,6
853964,0,3,1,6,4,1
855095,0,2,1,10,4,1
856155,0,2,0,17,0,4
856211,0,3,0,17,4,4
859242,3,0,1,9,6,6
859800,0,3,0,14,0,1
860056,0,3,0,15,0,0
864213,0,1,0,11,0,6
868143,0,2,0,12,0,0
868444,0,2,1,6,0,4
869026,1,2,1,10,4,6
870054,0,2,1,10,5,5
874031,0,1,1,3,5,2
874352,4,0,0,10,5,6
875422,0,1,1,13,4,1
875563,0,3,0,15,0,6
878166,0,2,1,11,6,2
878540,0,2,0,8,4,5
879929,0,2,0,15,4,6
880203,0,2,1,16,6,6
880892,3,1,1,13,3,5
881022,0,2,1,8,4,6
883953,0,3,1,19,0,2
884377,0,1,1,10,0,4
884686,0,3,0,19,0,2
884961,0,3,1,19,0,6
885458,3,2,0,0,2,2
885740,3,2,0,16,3,5
885742,0,1,1,6,0,4
885782,0,0,0,12,4,2
885848,4,3,1,16,0,0
885891,0,2,1,6,5,4
886127,0,1,1,12,0,1
886128,0,3,0,13,0,4
886906,0,1,1,18,6,1
886917,0,1,0,13,4,6
887271,1,2,0,7,2,6
887425,0,3,1,13,0,5
887464,0,1,1,5,5,3
887562,0,1,0,15,4,5
887902,0,3,0,16,4,1
888100,0,2,1,11,0,5
888134,1,2,1,9,4,6
888621,1,2,0,11,0,6
889059,0,2,0,10,0,3
889306,2,1,1,6,0,5
890015,0,3,1,17,0,6
890161,3,2,1,12,0,1
892611,0,1,0,9,4,0
892654,0,3,0,20,0,0
893727,0,1,0,14,0,0
895698,0,3,1,20,4,1
895769,0,2,0,15,0,2
895944,0,3,0,19,0,0
899335,0,3,0,19,0,6
900245,0,3,1,6,0,6
900969,0,2,0,17,4,4
901106,3,3,1,13,4,0
901245,0,3,1,19,3,4
901449,0,1,1,14,4,2
902474,0,3,1,12,0,6
903336,0,1,0,10,4,1
903471,3,1,0,8,0,4
904097,0,2,0,15,0,4
904732,0,2,0,17,4,0
905187,2,3,0,5,4,1
907543,0,1,0,5,0,4
910922,0,1,0,8,3,3
911146,0,2,0,10,0,1
911230,0,2,1,15,1,2
911599,0,3,1,12,0,5
912921,0,3,0,20,6,4
913329,0,3,1,14,0,5
913445,0,2,1,15,4,2
913563,0,3,1,13,0,6
913657,1,2,0,16,0,6
914129,3,1,0,8,5,0
915610,0,3,0,17,0,6
920106,1,1,1,13,6,5
920475,0,2,1,6,4,6
920930,3,1,0,4,5,5
922358,3,2,0,16,3,6
922367,0,3,0,15,1,1
923627,0,2,0,15,0,4
925220,0,1,0,3,4,4
927592,3,1,1,5,0,6
931552,0,2,0,16,0,1
932727,0,1,1,15,0,5
932847,0,2,1,14,4,2
932871,2,3,0,16,1,4
934150,0,1,1,14,0,5
934231,0,2,1,4,4,1
934773,0,1,1,10,0,4
934866,0,1,1,7,4,2
935387,0,3,1,15,0,5
936994,3,3,1,7,0,3
937046,0,3,0,15,0,0
937823,0,1,1,10,1,4
937995,0,2,0,15,0,0
938239,3,1,1,13,0,5
938660,0,1,1,11,4,2
939994,0,1,1,12,4,1
940062,0,2,0,12,4,5
941977,0,3,1,9,0,5
943663,0,3,1,18,4,1
943763,3,2,1,6,0,5
944653,0,3,1,15,0,6
944861,0,3,0,15,0,4
945678,0,3,1,12,0,1
946533,0,1,0,11,4,6
947229,0,3,0,10,1,2
947278,1,2,0,13,1,5
947569,0,2,0,11,4,2
947896,3,1,1,11,4,1
948007,1,2,0,13,0,2
950056,0,2,0,11,4,1
950196,0,2,0,14,0,6
950300,0,1,1,10,4,4
950567,0,2,0,10,0,4
951010,0,2,1,17,0,2
951090,0,2,1,14,0,0
951509,0,3,0,13,4,2
951597,0,2,0,11,1,4
951993,1,1,1,12,0,6
952721,0,3,1,13,4,6
952840,0,2,1,9,1,5
954303,0,3,1,9,4,6
954532,0,3,1,18,0,6
954535,0,3,0,20,4,1
957694,0,2,1,6,0,5
957717,0,1,0,11,0,5
958034,0,2,1,11,0,5
958157,0,2,0,0,1,6
958508,0,3,1,9,4,1
958536,0,3,0,11,0,0
958899,0,1,1,6,4,6
959128,0,3,0,12,0,4
959192,0,1,0,5,0,2
959347,0,3,0,15,4,2
959456,0,1,1,8,4,0
959475,0,1,1,15,1,2
961364,0,1,1,10,0,2
962068,3,1,1,12,0,5
962766,3,2,0,18,0,6
962808,0,2,0,12,1,0
962885,0,3,0,15,0,5
962971,2,3,0,15,1,5
963192,0,3,1,14,0,6
963221,0,1,0,11,4,2
963846,0,1,1,12,6,1
963865,3,0,0,12,4,6
963932,1,2,1,9,0,5
963941,0,3,0,14,0,5
963944,0,2,1,17,1,1
964508,0,2,1,17,4,0
964562,0,1,1,8,0,1
964764,1,1,0,5,4,6
965214,0,3,0,16,4,1
967570,0,2,0,10,4,0
968401,0,3,1,1,1,0
969137,0,2,1,17,0,6
969710,4,1,0,3,0,3
969731,0,3,0,20,6,6
969875,0,2,0,14,0,6
969926,0,1,1,8,4,5
970193,0,1,1,11,0,1
970584,0,1,1,15,0,4
971038,0,1,0,13,0,2
971228,0,2,0,14,0,0
971270,0,3,1,9,4,6
971510,0,1,0,10,4,2
971615,0,1,1,13,0,0
972167,0,2,1,13,6,0
975184,0,3,1,6,3,6
975396,0,1,0,7,0,6
975655,0,3,1,18,4,2
976765,0,3,0,16,4,0
976865,0,2,0,14,4,1
976888,0,1,1,17,0,6
977083,0,3,0,14,0,1
977212,0,3,1,11,1,0
977241,0,2,0,16,0,5
977975,3,1,1,15,6,6
978067,0,3,1,13,4,4
978115,4,2,1,18,0,2
978331,0,3,0,18,4,6
978406,3,2,1,14,6,2
979487,0,3,0,15,0,2
980332,0,0,0,6,3,4
981448,0,1,0,3,1,5
983043,0,3,0,18,4,2
983632,0,2,0,18,0,1
983715,0,3,0,13,0,1
984697,3,1,1,10,4,5
985251,0,3,0,13,0,5
985860,1,2,1,13,0,5
985966,0,1,1,2,0,1
986495,0,2,1,15,4,2
987460,0,2,1,20,4,2
987748,0,2,1,15,0,5
987823,3,2,0,9,4,5
988599,0,2,1,13,0,1
988872,0,3,0,18,0,0
989239,3,2,1,15,0,4
990367,1,2,0,13,0,6
992798,0,3,1,12,0,2
992958,0,3,1,14,0,0
993626,3,0,1,12,4,5
994815,3,2,1,9,6,5
994838,0,2,0,10,0,5
994951,1,3,1,15,0,2
995172,0,2,1,16,4,1
995771,0,1,1,15,0,0
996164,3,2,1,5,3,6
996706,0,3,0,13,0,1
997160,0,1,1,12,4,4
997382,1,0,0,1,5,6
999363,0,2,0,15,0,2
1000329,0,1,0,16,0,6
1000827,0,1,0,10,4,5
1003951,1,3,1,13,0,6
1004541,1,1,0,4,5,6
1004647,1,3,0,14,4,4
1004667,0,2,1,11,4,4
1004811,0,1,1,10,0,4
1005097,0,3,0,17,0,2
1005573,1,3,1,15,0,6
1006226,0,0,1,0,4,4
1006479,0,2,1,12,1,0
1008533,2,2,0,17,0,0
1008628,0,2,0,12,0,2
1010978,0,2,0,10,4,1
1010998,4,1,0,10,0,6
1011183,1,3,1,11,0,6
1014241,0,2,0,8,0,0
1014547,0,2,0,11,3,2
1014730,0,1,0,13,0,2
1015156,0,2,1,13,4,0
1015255,0,2,0,7,5,2
1015626,0,3,0,7,0,2
1015924,0,1,0,15,0,1
1016322,0,1,1,13,2,0
1017149,0,3,1,12,0,4
1017434,3,2,1,11,6,6
1018124,4,3,1,16,0,2
1018556,3,1,1,15,0,0
1018645,3,2,1,16,0,0
1019219,0,3,0,13,0,4
1020050,0,2,0,20,0,1
1020514,1,2,0,6,0,3
1020731,1,2,0,11,0,5
1022140,1,3,0,13,0,6
1022182,0,3,0,10,1,4
1022618,1,3,1,20,4,4
1022794,0,3,1,14,0,0
1027958,0,2,0,12,0,1
1029239,0,3,0,16,0,6
1029294,0,2,0,12,4,2
1029331,0,2,1,10,5,0
1029611,0,3,1,16,0,4
1029627,0,0,0,11,0,0
1029993,0,2,0,18,0,2
1030794,0,1,0,6,4,2
1031695,0,2,0,17,0,1
1032115,0,2,1,1,5,6
1033174,0,3,1,7,1,1
1033189,0,3,1,15,0,5
1034762,0,2,0,18,4,2
1039748,4,3,0,20,0,5
1040054,0,3,0,20,0,6
1040125,0,3,0,15,0,0
1043198,2,3,0,11,0,2
1044481,0,1,0,7,0,5
1044508,0,3,0,17,4,4
1044522,0,1,0,8,0,6
1044527,0,0,0,10,6,2
1045294,0,3,0,19,4,0
1047057,0,2,0,17,0,0
1047238,0,2,0,12,4,2
1049311,0,2,0,7,4,0
1049440,3,1,0,7,4,1
1049902,0,2,0,13,0,6
1051223,0,1,1,6,4,4
1052155,0,3,0,19,0,6
1052257,0,3,0,20,0,4
1052374,0,3,0,20,0,2
1052569,0,3,1,11,6,1
1052636,0,3,0,18,0,0
1053321,0,3,1,18,6,4
1054786,0,1,1,11,4,1
1057904,0,3,0,7,0,6
1060413,0,2,1,11,4,0
1061398,0,3,0,12,4,0
1061967,0,3,1,6,6,0
1062577,0,1,1,8,4,6
1062626,0,2,0,15,0,1
1062692,0,2,0,10,4,1
1064904,0,1,0,10,0,0
1065821,0,3,0,19,0,1
1066201,0,2,1,18,4,0
1069390,0,2,0,15,0,0
1069694,1,3,1,12,0,4
1069755,1,1,0,15,0,4
1071206,0,3,0,9,4,6
1073471,0,3,0,15,0,1
1076329,0,3,1,19,0,1
1076433,0,3,0,9,3,0
1076499,1,3,0,10,0,6
1076514,0,0,1,8,6,5
1076518,0,2,1,12,6,1
1077180,0,3,1,5,0,6
1077309,0,3,0,18,0,3
1077496,0,1,0,6,0,1
1077503,0,3,0,16,0,5
1077825,0,3,0,13,0,4
1077989,0,3,0,5,6,5
1078388,0,1,1,11,6,2
1078661,0,3,0,15,4,2
1078825,0,3,1,12,6,0
1079631,0,3,1,7,0,4
1080171,0,2,1,19,6,4
1080642,3,3,1,13,0,4
1080648,3,0,0,5,0,4
1080658,0,3,0,9,0,3
1081276,4,3,0,16,0,2
1081331,0,3,1,14,0,0
1081424,0,2,1,6,4,0
1081530,0,3,1,0,0,0
1083488,0,3,1,15,0,5
1084207,0,1,0,15,0,0
1084788,0,3,0,17,1,2
1085035,0,2,1,12,0,6
1086278,4,3,0,18,4,2
1086906,0,3,0,19,0,0
1087830,0,2,0,12,4,0
1090317,2,2,0,17,0,0
1090667,0,3,0,15,0,1
1091132,0,2,0,11,0,4
1091220,0,3,1,17,4,6
1091429,0,3,0,15,0,0
1091450,3,2,1,9,0,0
1091526,0,2,0,13,0,2
1091538,0,1,0,10,4,4
1091717,0,3,0,18,1,2
1092500,4,2,0,8,4,2
1093083,0,2,1,13,0,1
1093110,0,3,0,16,0,1
1093238,0,1,0,15,0,0
1093393,0,3,0,19,0,1
1093626,0,3,1,16,0,5
1093825,0,2,1,13,0,4
1094967,0,3,0,17,0,5
1095041,0,3,1,16,0,5
1095090,0,3,1,11,1,4
1095211,3,2,0,13,0,5
1095325,0,3,0,19,0,4
1095353,0,2,0,12,4,2
1096182,0,3,1,17,0,6
1097156,0,1,1,11,6,2
1097658,2,3,1,18,0,4
1099166,3,1,1,8,0,6
1099169,0,1,1,7,0,4
1099296,0,1,0,10,0,0
1100308,0,3,0,17,0,6
1100347,0,2,1,20,6,0
1103281,0,2,0,16,4,1
1107543,1,1,0,8,0,6
1108054,0,3,0,20,0,2
1110089,0,2,1,8,6,0
1110159,0,3,1,20,0,6
1110183,0,2,0,11,0,1
1110246,0,3,1,19,0,0
1110281,3,3,1,18,0,2
1110376,3,2,0,9,0,0
1110889,0,2,0,15,0,2
1110972,0,2,0,19,1,6
1111283,0,2,1,16,6,2
1111600,2,1,1,12,4,0
1111855,0,2,1,19,0,2
1112865,0,2,1,20,0,2
1112883,0,1,1,8,0,4
1112925,3,3,0,18,0,4
1113379,0,3,1,20,0,6
1113382,0,2,0,0,4,0
1113415,0,3,0,16,4,0
1113588,0,2,0,13,4,6
1113948,0,3,1,14,0,5
1115014,0,3,0,19,1,0
1115024,0,3,1,15,0,5
1115403,0,3,1,14,6,2
1115630,0,1,0,13,0,1
1115640,1,1,0,3,4,6
1115695,2,3,1,15,0,6
1117131,0,3,1,11,0,6
1117425,0,1,0,8,4,0
1117444,0,2,0,18,0,0
1118565,0,2,0,16,0,6
1119273,0,2,0,0,0,5
1120137,0,2,1,8,0,1
1120286,0,3,0,12,0,6
1120349,0,1,0,10,0,0
1120482,1,2,0,11,0,6
1120554,2,3,1,16,0,1
1120626,0,1,0,9,0,2
1120713,0,1,1,17,0,0
1120942,0,3,1,13,6,2
1121039,0,2,1,14,4,0
1121223,0,2,0,16,0,1
1121233,2,2,0,14,0,5
1121747,4,2,0,11,4,1
1121809,0,3,1,4,3,5
1123293,0,3,0,13,1,2
1123529,3,2,0,12,1,2
1124038,0,1,1,4,3,4
1124486,0,2,1,14,1,4
1124940,0,1,0,13,0,1
1125190,0,3,0,12,4,0
